Gene stable ID	Gene type
FBgn0031367	protein_coding
FBgn0260229	protein_coding
FBgn0262887	ncRNA
FBgn0022960	protein_coding
FBgn0051716	protein_coding
FBgn0050147	protein_coding
FBgn0053439	rRNA
FBgn0053098	protein_coding
FBgn0039306	protein_coding
FBgn0038656	protein_coding
FBgn0026573	protein_coding
FBgn0031049	protein_coding
FBgn0283531	protein_coding
FBgn0038460	protein_coding
FBgn0011849	tRNA
FBgn0262567	protein_coding
FBgn0011858	tRNA
FBgn0035208	protein_coding
FBgn0085289	protein_coding
FBgn0033810	protein_coding
FBgn0266985	ncRNA
FBgn0035903	protein_coding
FBgn0031695	protein_coding
FBgn0038632	protein_coding
FBgn0031374	protein_coding
FBgn0045770	protein_coding
FBgn0031388	protein_coding
FBgn0034432	protein_coding
FBgn0011582	protein_coding
FBgn0263334	ncRNA
FBgn0264472	protein_coding
FBgn0038257	protein_coding
FBgn0037563	protein_coding
FBgn0029644	protein_coding
FBgn0031068	protein_coding
FBgn0263551	pre_miRNA
FBgn0051776	protein_coding
FBgn0267746	ncRNA
FBgn0027585	protein_coding
FBgn0051706	protein_coding
FBgn0037923	protein_coding
FBgn0053802	pseudogene
FBgn0011872	tRNA
FBgn0032276	protein_coding
FBgn0052808	protein_coding
FBgn0015795	protein_coding
FBgn0038834	protein_coding
FBgn0259731	protein_coding
FBgn0031730	protein_coding
FBgn0265995	ncRNA
FBgn0058263	protein_coding
FBgn0037902	protein_coding
FBgn0030740	protein_coding
FBgn0283501	ncRNA
FBgn0029932	protein_coding
FBgn0051441	protein_coding
FBgn0015402	protein_coding
FBgn0036078	protein_coding
FBgn0263974	protein_coding
FBgn0037342	protein_coding
FBgn0036319	protein_coding
FBgn0036364	protein_coding
FBgn0039924	protein_coding
FBgn0261988	protein_coding
FBgn0015625	protein_coding
FBgn0032516	protein_coding
FBgn0002534	protein_coding
FBgn0033244	protein_coding
FBgn0263051	protein_coding
FBgn0039580	protein_coding
FBgn0243512	protein_coding
FBgn0264305	protein_coding
FBgn0036969	protein_coding
FBgn0085350	protein_coding
FBgn0034546	protein_coding
FBgn0067102	protein_coding
FBgn0035056	protein_coding
FBgn0025781	protein_coding
FBgn0083989	snoRNA
FBgn0250816	protein_coding
FBgn0052177	protein_coding
FBgn0266442	protein_coding
FBgn0037023	protein_coding
FBgn0250843	protein_coding
FBgn0020521	protein_coding
FBgn0259193	protein_coding
FBgn0260011	protein_coding
FBgn0039766	protein_coding
FBgn0032172	protein_coding
FBgn0030773	protein_coding
FBgn0267276	ncRNA
FBgn0065084	ncRNA
FBgn0267108	pseudogene
FBgn0054033	protein_coding
FBgn0053864	protein_coding
FBgn0032110	protein_coding
FBgn0003886	protein_coding
FBgn0032322	protein_coding
FBgn0264717	ncRNA
FBgn0267318	ncRNA
FBgn0032000	protein_coding
FBgn0002645	protein_coding
FBgn0053898	protein_coding
FBgn0035767	protein_coding
FBgn0036206	protein_coding
FBgn0050395	protein_coding
FBgn0063493	protein_coding
FBgn0054003	protein_coding
FBgn0038275	protein_coding
FBgn0035693	protein_coding
FBgn0086667	snoRNA
FBgn0037491	protein_coding
FBgn0001990	protein_coding
FBgn0041706	protein_coding
FBgn0034475	protein_coding
FBgn0015776	protein_coding
FBgn0029785	protein_coding
FBgn0265255	ncRNA
FBgn0266039	ncRNA
FBgn0265607	protein_coding
FBgn0033879	protein_coding
FBgn0266410	protein_coding
FBgn0011556	protein_coding
FBgn0029700	protein_coding
FBgn0085831	pseudogene
FBgn0270926	protein_coding
FBgn0051816	protein_coding
FBgn0029761	protein_coding
FBgn0040859	ncRNA
FBgn0262214	pre_miRNA
FBgn0040958	protein_coding
FBgn0028325	protein_coding
FBgn0263000	protein_coding
FBgn0031417	protein_coding
FBgn0054025	protein_coding
FBgn0036985	protein_coding
FBgn0032509	protein_coding
FBgn0267613	ncRNA
FBgn0032751	protein_coding
FBgn0033121	protein_coding
FBgn0036846	protein_coding
FBgn0026679	protein_coding
FBgn0032582	protein_coding
FBgn0038397	protein_coding
FBgn0035555	protein_coding
FBgn0032981	protein_coding
FBgn0264556	protein_coding
FBgn0264865	ncRNA
FBgn0263096	pseudogene
FBgn0032166	protein_coding
FBgn0045482	protein_coding
FBgn0266943	ncRNA
FBgn0263445	ncRNA
FBgn0267992	ncRNA
FBgn0035271	protein_coding
FBgn0035689	protein_coding
FBgn0033190	protein_coding
FBgn0038889	protein_coding
FBgn0053813	protein_coding
FBgn0030929	protein_coding
FBgn0002780	protein_coding
FBgn0001225	protein_coding
FBgn0003969	protein_coding
FBgn0037915	protein_coding
FBgn0051924	protein_coding
FBgn0267712	ncRNA
FBgn0263506	ncRNA
FBgn0017448	protein_coding
FBgn0086601	snoRNA
FBgn0261279	protein_coding
FBgn0034894	protein_coding
FBgn0267348	protein_coding
FBgn0029856	protein_coding
FBgn0036882	protein_coding
FBgn0267423	pseudogene
FBgn0033330	protein_coding
FBgn0263709	ncRNA
FBgn0267790	protein_coding
FBgn0036008	protein_coding
FBgn0037912	protein_coding
FBgn0031925	protein_coding
FBgn0263447	ncRNA
FBgn0039087	protein_coding
FBgn0032147	protein_coding
FBgn0030930	protein_coding
FBgn0263406	ncRNA
FBgn0003076	protein_coding
FBgn0052087	protein_coding
FBgn0262163	pseudogene
FBgn0026722	protein_coding
FBgn0029922	protein_coding
FBgn0261239	protein_coding
FBgn0003926	snRNA
FBgn0033588	protein_coding
FBgn0011703	protein_coding
FBgn0263338	ncRNA
FBgn0031384	protein_coding
FBgn0030298	protein_coding
FBgn0038376	protein_coding
FBgn0264775	protein_coding
FBgn0034046	protein_coding
FBgn0039562	protein_coding
FBgn0030840	protein_coding
FBgn0032783	protein_coding
FBgn0030030	protein_coding
FBgn0036342	protein_coding
FBgn0052850	protein_coding
FBgn0264339	protein_coding
FBgn0039073	protein_coding
FBgn0030474	protein_coding
FBgn0052532	protein_coding
FBgn0039202	protein_coding
FBgn0267738	ncRNA
FBgn0013269	protein_coding
FBgn0265712	ncRNA
FBgn0039114	protein_coding
FBgn0026169	snoRNA
FBgn0035151	protein_coding
FBgn0267011	ncRNA
FBgn0040694	protein_coding
FBgn0038083	protein_coding
FBgn0262002	protein_coding
FBgn0040688	protein_coding
FBgn0024698	protein_coding
FBgn0265581	ncRNA
FBgn0267568	ncRNA
FBgn0051407	protein_coding
FBgn0004611	protein_coding
FBgn0250848	protein_coding
FBgn0037981	protein_coding
FBgn0034540	protein_coding
FBgn0264478	protein_coding
FBgn0261615	protein_coding
FBgn0031715	protein_coding
FBgn0030913	protein_coding
FBgn0030734	protein_coding
FBgn0012036	protein_coding
FBgn0036896	protein_coding
FBgn0032354	protein_coding
FBgn0029685	protein_coding
FBgn0011998	tRNA
FBgn0085280	protein_coding
FBgn0020910	protein_coding
FBgn0044810	protein_coding
FBgn0053792	protein_coding
FBgn0034939	protein_coding
FBgn0082990	snoRNA
FBgn0065070	snoRNA
FBgn0034569	protein_coding
FBgn0051040	protein_coding
FBgn0267336	protein_coding
FBgn0031231	protein_coding
FBgn0051130	tRNA
FBgn0015794	protein_coding
FBgn0266991	ncRNA
FBgn0267461	ncRNA
FBgn0267826	ncRNA
FBgn0011902	tRNA
FBgn0037601	protein_coding
FBgn0026592	protein_coding
FBgn0034402	protein_coding
FBgn0030793	protein_coding
FBgn0038675	protein_coding
FBgn0031442	protein_coding
FBgn0000412	protein_coding
FBgn0263532	pre_miRNA
FBgn0265720	ncRNA
FBgn0261617	protein_coding
FBgn0032109	protein_coding
FBgn0052459	protein_coding
FBgn0034724	protein_coding
FBgn0035541	protein_coding
FBgn0038590	protein_coding
FBgn0037656	protein_coding
FBgn0037322	protein_coding
FBgn0034670	protein_coding
FBgn0085284	protein_coding
FBgn0021967	protein_coding
FBgn0267339	protein_coding
FBgn0085283	protein_coding
FBgn0014000	protein_coding
FBgn0035900	protein_coding
FBgn0002872	protein_coding
FBgn0035607	protein_coding
FBgn0033451	protein_coding
FBgn0030001	protein_coding
FBgn0031636	protein_coding
FBgn0038295	protein_coding
FBgn0265799	ncRNA
FBgn0033708	protein_coding
FBgn0029801	protein_coding
FBgn0085336	protein_coding
FBgn0039731	protein_coding
FBgn0010223	protein_coding
FBgn0263114	protein_coding
FBgn0038035	protein_coding
FBgn0003189	protein_coding
FBgn0264569	ncRNA
FBgn0003517	protein_coding
FBgn0040528	protein_coding
FBgn0250791	protein_coding
FBgn0036831	protein_coding
FBgn0031469	protein_coding
FBgn0030787	protein_coding
FBgn0262897	ncRNA
FBgn0085819	pseudogene
FBgn0038705	protein_coding
FBgn0034417	protein_coding
FBgn0034062	protein_coding
FBgn0033668	protein_coding
FBgn0086060	snoRNA
FBgn0051872	protein_coding
FBgn0038473	protein_coding
FBgn0010501	protein_coding
FBgn0025807	protein_coding
FBgn0052985	protein_coding
FBgn0262827	protein_coding
FBgn0261016	protein_coding
FBgn0010391	protein_coding
FBgn0038948	protein_coding
FBgn0052831	protein_coding
FBgn0031997	protein_coding
FBgn0036203	protein_coding
FBgn0262611	protein_coding
FBgn0011817	protein_coding
FBgn0034471	protein_coding
FBgn0265539	ncRNA
FBgn0266692	ncRNA
FBgn0003372	protein_coding
FBgn0038808	protein_coding
FBgn0264554	ncRNA
FBgn0035171	protein_coding
FBgn0003326	protein_coding
FBgn0038975	protein_coding
FBgn0025742	protein_coding
FBgn0033591	protein_coding
FBgn0027657	protein_coding
FBgn0053556	protein_coding
FBgn0020270	protein_coding
FBgn0010406	protein_coding
FBgn0022702	protein_coding
FBgn0028997	protein_coding
FBgn0037191	protein_coding
FBgn0261702	ncRNA
FBgn0039475	protein_coding
FBgn0003255	protein_coding
FBgn0041709	protein_coding
FBgn0052512	protein_coding
FBgn0263488	ncRNA
FBgn0030434	protein_coding
FBgn0039147	protein_coding
FBgn0262361	protein_coding
FBgn0250845	protein_coding
FBgn0028695	protein_coding
FBgn0085420	protein_coding
FBgn0040871	protein_coding
FBgn0283652	protein_coding
FBgn0031034	protein_coding
FBgn0034750	protein_coding
FBgn0004188	snRNA
FBgn0264477	protein_coding
FBgn0000137	protein_coding
FBgn0020258	protein_coding
FBgn0017482	protein_coding
FBgn0266316	ncRNA
FBgn0039291	protein_coding
FBgn0264996	ncRNA
FBgn0051902	protein_coding
FBgn0033690	protein_coding
FBgn0050281	protein_coding
FBgn0263872	ncRNA
FBgn0267526	ncRNA
FBgn0264724	ncRNA
FBgn0003448	protein_coding
FBgn0266948	ncRNA
FBgn0004855	protein_coding
FBgn0040906	protein_coding
FBgn0015000	protein_coding
FBgn0039854	protein_coding
FBgn0264265	ncRNA
FBgn0038082	protein_coding
FBgn0029659	protein_coding
FBgn0031248	protein_coding
FBgn0000052	protein_coding
FBgn0038203	protein_coding
FBgn0014342	protein_coding
FBgn0029942	protein_coding
FBgn0261813	ncRNA
FBgn0036111	protein_coding
FBgn0063667	protein_coding
FBgn0040531	protein_coding
FBgn0052128	tRNA
FBgn0025595	protein_coding
FBgn0011905	tRNA
FBgn0267199	ncRNA
FBgn0030943	protein_coding
FBgn0000289	protein_coding
FBgn0265917	pseudogene
FBgn0030053	protein_coding
FBgn0261090	protein_coding
FBgn0262478	protein_coding
FBgn0036571	protein_coding
FBgn0264298	protein_coding
FBgn0004372	protein_coding
FBgn0263802	ncRNA
FBgn0034084	protein_coding
FBgn0036365	protein_coding
FBgn0011206	protein_coding
FBgn0034681	protein_coding
FBgn0038731	protein_coding
FBgn0011934	tRNA
FBgn0033875	protein_coding
FBgn0035813	protein_coding
FBgn0011866	tRNA
FBgn0283430	pseudogene
FBgn0004595	protein_coding
FBgn0053172	protein_coding
FBgn0267118	ncRNA
FBgn0032934	protein_coding
FBgn0028893	protein_coding
FBgn0262979	ncRNA
FBgn0051892	tRNA
FBgn0262114	protein_coding
FBgn0267914	ncRNA
FBgn0052832	protein_coding
FBgn0040601	protein_coding
FBgn0061359	protein_coding
FBgn0259876	protein_coding
FBgn0035415	protein_coding
FBgn0259241	protein_coding
FBgn0085343	protein_coding
FBgn0039782	protein_coding
FBgn0260461	protein_coding
FBgn0267034	ncRNA
FBgn0011887	tRNA
FBgn0046879	protein_coding
FBgn0032771	protein_coding
FBgn0035622	protein_coding
FBgn0001311	protein_coding
FBgn0037042	protein_coding
FBgn0265074	ncRNA
FBgn0040905	protein_coding
FBgn0031097	protein_coding
FBgn0014395	protein_coding
FBgn0052806	protein_coding
FBgn0263029	protein_coding
FBgn0032916	protein_coding
FBgn0010926	protein_coding
FBgn0030099	protein_coding
FBgn0003482	protein_coding
FBgn0043022	snRNA
FBgn0261514	protein_coding
FBgn0266936	ncRNA
FBgn0037409	protein_coding
FBgn0267138	ncRNA
FBgn0039323	protein_coding
FBgn0265295	ncRNA
FBgn0038290	protein_coding
FBgn0028476	protein_coding
FBgn0031322	protein_coding
FBgn0264867	ncRNA
FBgn0029147	protein_coding
FBgn0046874	protein_coding
FBgn0005593	protein_coding
FBgn0263598	protein_coding
FBgn0033283	protein_coding
FBgn0033848	protein_coding
FBgn0035648	protein_coding
FBgn0250862	protein_coding
FBgn0000377	protein_coding
FBgn0041105	protein_coding
FBgn0033207	protein_coding
FBgn0266876	ncRNA
FBgn0267264	ncRNA
FBgn0011954	tRNA
FBgn0267717	ncRNA
FBgn0011278	protein_coding
FBgn0003310	protein_coding
FBgn0039495	protein_coding
FBgn0044508	snoRNA
FBgn0050376	protein_coding
FBgn0265592	ncRNA
FBgn0085673	ncRNA
FBgn0262458	pre_miRNA
FBgn0267969	ncRNA
FBgn0032651	protein_coding
FBgn0032476	protein_coding
FBgn0266419	ncRNA
FBgn0284410	ncRNA
FBgn0035805	protein_coding
FBgn0014380	protein_coding
FBgn0267737	ncRNA
FBgn0033979	protein_coding
FBgn0262738	protein_coding
FBgn0261934	protein_coding
FBgn0259112	ncRNA
FBgn0087011	protein_coding
FBgn0085241	protein_coding
FBgn0032750	protein_coding
FBgn0039160	protein_coding
FBgn0038461	protein_coding
FBgn0260453	protein_coding
FBgn0033729	protein_coding
FBgn0031414	protein_coding
FBgn0039761	protein_coding
FBgn0033872	protein_coding
FBgn0035325	protein_coding
FBgn0000448	protein_coding
FBgn0039234	protein_coding
FBgn0022224	protein_coding
FBgn0033498	protein_coding
FBgn0039045	protein_coding
FBgn0015614	protein_coding
FBgn0035290	protein_coding
FBgn0026428	protein_coding
FBgn0053120	protein_coding
FBgn0029809	protein_coding
FBgn0267455	ncRNA
FBgn0011974	tRNA
FBgn0264389	protein_coding
FBgn0265150	ncRNA
FBgn0030941	protein_coding
FBgn0010421	protein_coding
FBgn0037061	protein_coding
FBgn0265311	ncRNA
FBgn0037071	protein_coding
FBgn0036325	protein_coding
FBgn0046763	protein_coding
FBgn0267499	rRNA
FBgn0085612	pseudogene
FBgn0266099	protein_coding
FBgn0053551	tRNA
FBgn0265823	ncRNA
FBgn0266032	ncRNA
FBgn0030700	protein_coding
FBgn0014388	protein_coding
FBgn0023520	protein_coding
FBgn0029718	protein_coding
FBgn0043853	snoRNA
FBgn0017567	protein_coding
FBgn0264697	ncRNA
FBgn0264882	ncRNA
FBgn0024991	protein_coding
FBgn0035235	protein_coding
FBgn0266183	ncRNA
FBgn0037690	protein_coding
FBgn0037428	protein_coding
FBgn0058470	protein_coding
FBgn0058045	protein_coding
FBgn0052208	protein_coding
FBgn0036225	protein_coding
FBgn0069923	protein_coding
FBgn0033741	protein_coding
FBgn0037225	protein_coding
FBgn0032613	protein_coding
FBgn0030003	protein_coding
FBgn0013276	protein_coding
FBgn0265798	ncRNA
FBgn0015572	protein_coding
FBgn0053296	protein_coding
FBgn0030575	protein_coding
FBgn0021767	protein_coding
FBgn0033362	protein_coding
FBgn0267210	ncRNA
FBgn0035413	protein_coding
FBgn0031528	protein_coding
FBgn0262445	pre_miRNA
FBgn0266088	ncRNA
FBgn0265655	ncRNA
FBgn0262403	pre_miRNA
FBgn0266171	protein_coding
FBgn0030418	protein_coding
FBgn0261584	protein_coding
FBgn0265673	ncRNA
FBgn0002933	protein_coding
FBgn0053109	protein_coding
FBgn0259481	protein_coding
FBgn0266977	protein_coding
FBgn0032897	protein_coding
FBgn0051144	ncRNA
FBgn0085480	protein_coding
FBgn0037716	protein_coding
FBgn0261608	protein_coding
FBgn0038765	protein_coding
FBgn0011909	tRNA
FBgn0259785	protein_coding
FBgn0037506	protein_coding
FBgn0015714	protein_coding
FBgn0030746	protein_coding
FBgn0051971	tRNA
FBgn0051643	protein_coding
FBgn0085331	protein_coding
FBgn0013771	protein_coding
FBgn0051424	protein_coding
FBgn0038752	protein_coding
FBgn0263120	protein_coding
FBgn0266195	protein_coding
FBgn0266397	ncRNA
FBgn0266490	protein_coding
FBgn0029894	protein_coding
FBgn0035084	protein_coding
FBgn0024941	protein_coding
FBgn0031514	protein_coding
FBgn0266224	ncRNA
FBgn0027843	protein_coding
FBgn0020440	protein_coding
FBgn0033440	protein_coding
FBgn0037135	protein_coding
FBgn0001248	protein_coding
FBgn0003346	protein_coding
FBgn0029950	protein_coding
FBgn0264364	protein_coding
FBgn0259832	protein_coding
FBgn0261618	protein_coding
FBgn0052109	protein_coding
FBgn0032938	protein_coding
FBgn0052702	protein_coding
FBgn0030774	protein_coding
FBgn0032858	protein_coding
FBgn0053773	protein_coding
FBgn0030049	protein_coding
FBgn0260223	protein_coding
FBgn0029795	protein_coding
FBgn0038649	protein_coding
FBgn0086030	snoRNA
FBgn0267916	ncRNA
FBgn0264840	ncRNA
FBgn0031270	protein_coding
FBgn0031146	protein_coding
FBgn0050461	protein_coding
FBgn0037881	protein_coding
FBgn0015765	protein_coding
FBgn0025674	protein_coding
FBgn0259952	protein_coding
FBgn0035316	protein_coding
FBgn0039620	protein_coding
FBgn0040308	protein_coding
FBgn0039192	protein_coding
FBgn0020269	protein_coding
FBgn0030494	protein_coding
FBgn0267800	ncRNA
FBgn0082958	snoRNA
FBgn0034063	protein_coding
FBgn0003963	protein_coding
FBgn0033238	protein_coding
FBgn0266965	ncRNA
FBgn0013810	protein_coding
FBgn0035435	protein_coding
FBgn0263509	ncRNA
FBgn0002622	protein_coding
FBgn0031725	protein_coding
FBgn0037297	protein_coding
FBgn0265634	ncRNA
FBgn0030241	protein_coding
FBgn0054008	protein_coding
FBgn0034420	protein_coding
FBgn0031981	protein_coding
FBgn0050491	protein_coding
FBgn0040343	protein_coding
FBgn0032329	protein_coding
FBgn0262599	protein_coding
FBgn0259996	ncRNA
FBgn0265846	ncRNA
FBgn0000392	protein_coding
FBgn0085233	protein_coding
FBgn0261393	protein_coding
FBgn0262418	pre_miRNA
FBgn0033234	protein_coding
FBgn0050227	tRNA
FBgn0052328	tRNA
FBgn0034999	protein_coding
FBgn0265792	ncRNA
FBgn0031145	protein_coding
FBgn0014179	protein_coding
FBgn0037030	protein_coding
FBgn0086055	snoRNA
FBgn0267013	ncRNA
FBgn0261444	protein_coding
FBgn0040793	protein_coding
FBgn0035294	protein_coding
FBgn0030605	protein_coding
FBgn0264753	protein_coding
FBgn0263555	pre_miRNA
FBgn0037666	pseudogene
FBgn0262850	pseudogene
FBgn0031176	protein_coding
FBgn0038830	protein_coding
FBgn0031559	protein_coding
FBgn0040508	protein_coding
FBgn0052163	protein_coding
FBgn0051933	protein_coding
FBgn0263493	pseudogene
FBgn0042701	pseudogene
FBgn0040398	protein_coding
FBgn0039434	protein_coding
FBgn0033942	protein_coding
FBgn0032811	protein_coding
FBgn0284247	protein_coding
FBgn0262167	protein_coding
FBgn0266277	ncRNA
FBgn0052095	protein_coding
FBgn0034708	protein_coding
FBgn0052086	protein_coding
FBgn0267684	ncRNA
FBgn0265351	protein_coding
FBgn0040261	protein_coding
FBgn0035656	protein_coding
FBgn0267263	ncRNA
FBgn0034660	protein_coding
FBgn0082997	snoRNA
FBgn0085237	protein_coding
FBgn0014135	protein_coding
FBgn0030278	protein_coding
FBgn0035077	protein_coding
FBgn0033982	protein_coding
FBgn0032069	protein_coding
FBgn0053531	protein_coding
FBgn0037708	protein_coding
FBgn0266945	ncRNA
FBgn0262398	pre_miRNA
FBgn0036656	protein_coding
FBgn0038068	protein_coding
FBgn0039321	protein_coding
FBgn0030833	protein_coding
FBgn0266138	ncRNA
FBgn0267529	ncRNA
FBgn0033573	protein_coding
FBgn0262243	pre_miRNA
FBgn0011936	tRNA
FBgn0035896	protein_coding
FBgn0037730	protein_coding
FBgn0265468	ncRNA
FBgn0262107	ncRNA
FBgn0026324	protein_coding
FBgn0025334	protein_coding
FBgn0039219	protein_coding
FBgn0024998	protein_coding
FBgn0036937	protein_coding
FBgn0050158	protein_coding
FBgn0285941	ncRNA
FBgn0040066	protein_coding
FBgn0025720	protein_coding
FBgn0025454	protein_coding
FBgn0039927	protein_coding
FBgn0028700	protein_coding
FBgn0011205	protein_coding
FBgn0000636	protein_coding
FBgn0267259	ncRNA
FBgn0036302	protein_coding
FBgn0264738	protein_coding
FBgn0267350	protein_coding
FBgn0033952	protein_coding
FBgn0030832	protein_coding
FBgn0027889	protein_coding
FBgn0015381	protein_coding
FBgn0013954	protein_coding
FBgn0033100	protein_coding
FBgn0003129	protein_coding
FBgn0038127	protein_coding
FBgn0004649	protein_coding
FBgn0039501	protein_coding
FBgn0083029	snoRNA
FBgn0034935	protein_coding
FBgn0030244	protein_coding
FBgn0040206	protein_coding
FBgn0266866	ncRNA
FBgn0033113	protein_coding
FBgn0030202	protein_coding
FBgn0039796	protein_coding
FBgn0263131	protein_coding
FBgn0015321	protein_coding
FBgn0083053	snoRNA
FBgn0036795	protein_coding
FBgn0001250	protein_coding
FBgn0052668	protein_coding
FBgn0039804	protein_coding
FBgn0266117	ncRNA
FBgn0035620	protein_coding
FBgn0083123	ncRNA
FBgn0283551	pre_miRNA
FBgn0033871	protein_coding
FBgn0262181	pre_miRNA
FBgn0034361	protein_coding
FBgn0037260	protein_coding
FBgn0024975	protein_coding
FBgn0037760	protein_coding
FBgn0038602	protein_coding
FBgn0034473	protein_coding
FBgn0261709	ncRNA
FBgn0263451	ncRNA
FBgn0033054	protein_coding
FBgn0051245	protein_coding
FBgn0265807	ncRNA
FBgn0262866	protein_coding
FBgn0004892	protein_coding
FBgn0033899	protein_coding
FBgn0000299	protein_coding
FBgn0039183	protein_coding
FBgn0037133	protein_coding
FBgn0267035	ncRNA
FBgn0050324	protein_coding
FBgn0052091	protein_coding
FBgn0031265	protein_coding
FBgn0044419	protein_coding
FBgn0030812	protein_coding
FBgn0263514	pre_miRNA
FBgn0266148	ncRNA
FBgn0030320	protein_coding
FBgn0284252	protein_coding
FBgn0266256	ncRNA
FBgn0034141	protein_coding
FBgn0050499	protein_coding
FBgn0003360	protein_coding
FBgn0020278	protein_coding
FBgn0004554	protein_coding
FBgn0034194	protein_coding
FBgn0037621	protein_coding
FBgn0051282	tRNA
FBgn0020386	protein_coding
FBgn0041710	protein_coding
FBgn0039266	protein_coding
FBgn0039481	protein_coding
FBgn0029755	protein_coding
FBgn0032251	protein_coding
FBgn0264543	protein_coding
FBgn0035868	protein_coding
FBgn0266875	ncRNA
FBgn0011904	tRNA
FBgn0051287	protein_coding
FBgn0030310	protein_coding
FBgn0051773	protein_coding
FBgn0031951	protein_coding
FBgn0085242	protein_coding
FBgn0027565	protein_coding
FBgn0086657	protein_coding
FBgn0033918	protein_coding
FBgn0039723	protein_coding
FBgn0050039	protein_coding
FBgn0046685	protein_coding
FBgn0040011	protein_coding
FBgn0030114	protein_coding
FBgn0011867	tRNA
FBgn0037045	protein_coding
FBgn0261353	protein_coding
FBgn0033484	protein_coding
FBgn0085358	protein_coding
FBgn0267639	ncRNA
FBgn0260486	protein_coding
FBgn0266591	protein_coding
FBgn0003067	protein_coding
FBgn0085479	protein_coding
FBgn0053427	rRNA
FBgn0051869	protein_coding
FBgn0261020	protein_coding
FBgn0260388	protein_coding
FBgn0031483	protein_coding
FBgn0263529	pre_miRNA
FBgn0263408	ncRNA
FBgn0036450	protein_coding
FBgn0033020	protein_coding
FBgn0267208	ncRNA
FBgn0038540	protein_coding
FBgn0050446	protein_coding
FBgn0040606	protein_coding
FBgn0263663	ncRNA
FBgn0051404	protein_coding
FBgn0030403	protein_coding
FBgn0026869	protein_coding
FBgn0267903	protein_coding
FBgn0036483	protein_coding
FBgn0032781	protein_coding
FBgn0034740	protein_coding
FBgn0034870	protein_coding
FBgn0058461	pseudogene
FBgn0002773	protein_coding
FBgn0264841	ncRNA
FBgn0036324	protein_coding
FBgn0265630	protein_coding
FBgn0038145	protein_coding
FBgn0033736	protein_coding
FBgn0266657	ncRNA
FBgn0034113	protein_coding
FBgn0035082	protein_coding
FBgn0266980	ncRNA
FBgn0034931	protein_coding
FBgn0085248	protein_coding
FBgn0004915	protein_coding
FBgn0035476	protein_coding
FBgn0267586	ncRNA
FBgn0265683	ncRNA
FBgn0267099	ncRNA
FBgn0263289	protein_coding
FBgn0031987	protein_coding
FBgn0083942	protein_coding
FBgn0038851	protein_coding
FBgn0265999	ncRNA
FBgn0261974	snoRNA
FBgn0267507	rRNA
FBgn0039595	protein_coding
FBgn0037853	protein_coding
FBgn0261850	protein_coding
FBgn0034127	protein_coding
FBgn0013679	protein_coding
FBgn0010772	protein_coding
FBgn0266402	ncRNA
FBgn0263326	protein_coding
FBgn0264979	protein_coding
FBgn0262588	protein_coding
FBgn0038877	protein_coding
FBgn0021906	protein_coding
FBgn0266752	ncRNA
FBgn0266697	ncRNA
FBgn0034061	protein_coding
FBgn0020556	ncRNA
FBgn0026718	protein_coding
FBgn0036842	protein_coding
FBgn0050005	protein_coding
FBgn0259676	protein_coding
FBgn0263842	protein_coding
FBgn0283462	protein_coding
FBgn0039379	protein_coding
FBgn0263236	protein_coding
FBgn0023536	protein_coding
FBgn0034001	protein_coding
FBgn0250827	protein_coding
FBgn0052843	protein_coding
FBgn0053504	snRNA
FBgn0017556	protein_coding
FBgn0086408	protein_coding
FBgn0039336	protein_coding
FBgn0039744	protein_coding
FBgn0030440	protein_coding
FBgn0038381	protein_coding
FBgn0042138	protein_coding
FBgn0033978	protein_coding
FBgn0034748	protein_coding
FBgn0000463	protein_coding
FBgn0086447	protein_coding
FBgn0039811	protein_coding
FBgn0039490	protein_coding
FBgn0016041	protein_coding
FBgn0025700	protein_coding
FBgn0031333	protein_coding
FBgn0027053	protein_coding
FBgn0085288	protein_coding
FBgn0032882	protein_coding
FBgn0266182	ncRNA
FBgn0033287	protein_coding
FBgn0028947	protein_coding
FBgn0283476	protein_coding
FBgn0051661	protein_coding
FBgn0267545	ncRNA
FBgn0033880	protein_coding
FBgn0031575	protein_coding
FBgn0266455	protein_coding
FBgn0265080	ncRNA
FBgn0037987	protein_coding
FBgn0036895	protein_coding
FBgn0052202	protein_coding
FBgn0267314	ncRNA
FBgn0000808	protein_coding
FBgn0043532	protein_coding
FBgn0053487	pseudogene
FBgn0038551	protein_coding
FBgn0037843	protein_coding
FBgn0085462	protein_coding
FBgn0032078	protein_coding
FBgn0267203	ncRNA
FBgn0003607	protein_coding
FBgn0264862	ncRNA
FBgn0001986	protein_coding
FBgn0261268	protein_coding
FBgn0267849	protein_coding
FBgn0019928	protein_coding
FBgn0053847	protein_coding
FBgn0038452	protein_coding
FBgn0033988	protein_coding
FBgn0041094	protein_coding
FBgn0012026	tRNA
FBgn0032055	protein_coding
FBgn0024897	protein_coding
FBgn0063127	ncRNA
FBgn0034797	protein_coding
FBgn0031257	protein_coding
FBgn0014427	protein_coding
FBgn0037036	protein_coding
FBgn0004087	protein_coding
FBgn0263443	ncRNA
FBgn0032480	protein_coding
FBgn0053012	protein_coding
FBgn0032084	protein_coding
FBgn0259821	protein_coding
FBgn0053885	protein_coding
FBgn0039007	protein_coding
FBgn0038207	protein_coding
FBgn0064237	protein_coding
FBgn0029002	protein_coding
FBgn0038047	protein_coding
FBgn0039380	protein_coding
